qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,stitle,staxids,sscinames,sphylums
contig_530,AKC35206.1,25.7,1409,763,63,5462,1604,1139,2371,4.03e-8,72.8,AKC35206.1 DNA-directed RNA polymberase subunit beta [Ulva sp. UNA00071828],1641711,Ulva sp. UNA00071828,Chlorophyta
contig_531,BBE20978.1,28,1002,554,39,296,3018,1439,2352,1.09e-8,73.6,BBE20978.1 DNA-directed RNA polymerase subunit beta [Ulva ohnoi],240864,Ulva ohnoi,Chlorophyta
contig_532,NQZ65635.1,69.9,692,188,7,579,2643,1,673,2.86e-305,879,NQZ65635.1 ATP-dependent zinc metalloprotease FtsH [Mycoplasmatales bacterium],2023991,Mycoplasmatales bacterium,Tenericutes
contig_533,CAG9563419.1,34.8,480,284,10,19487,20869,41,506,2.8199999999999997e-61,234,CAG9563419.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_534,CAC5389278.1,55,664,233,6,87036,85067,47,650,1.3000000000000001e-201,647,CAC5389278.1 ATPeF1A [Mytilus coruscus],42192,Mytilus coruscus,Mollusca
contig_535,AII16500.1,58.5,234,93,3,11866,11171,76,307,2.3800000000000002e-85,296,"AII16500.1 serine/threonine-protein phosphatase 6, partial [Paracyclopina nana]",565004,Paracyclopina nana,Arthropoda
contig_536,XP_054715884.1,37.7,615,258,12,57291,55471,158,653,1.5e-100,355,"XP_054715884.1 arginine--tRNA ligase, cytoplasmic-like [Uloborus diversus]",327109,Uloborus diversus,Arthropoda
contig_537,YP_010530156.1,26.3,1851,997,91,1066,6051,514,2168,1.18e-14,95.1,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_538,XP_020007595.1,30.1,196,109,5,24365,24877,39,231,5.23e-12,87.4,XP_020007595.1 putative SMEK homolog 3 [Castor canadensis],51338,Castor canadensis,Chordata
contig_54,WP_130624175.1,25.4,629,327,32,2332,4037,73,616,1.43e-6,67,WP_130624175.1 glycine--tRNA ligase subunit beta [endosymbiont of Euscepes postfasciatus],650377,endosymbiont of Euscepes postfasciatus,Proteobacteria
contig_540,NXJ01452.1,29.2,106,71,3,6661,6966,166,271,3.78e-5,63.2,NXJ01452.1 UBQL1 protein [Psophia crepitans],54359,Psophia crepitans,Chordata
contig_541,KAG0433983.1,37.1,442,254,8,27458,28752,30,452,1.5599999999999999e-60,231,KAG0433983.1 CGG triplet repeat-binding protein 1 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_542,KAI2807459.1,28.6,259,118,8,8165,8922,102,298,3.4e-10,78.2,KAI2807459.1 hypothetical protein BLOT_005395 [Blomia tropicalis],40697,Blomia tropicalis,Arthropoda
contig_545,KPJ02685.1,38.6,254,107,6,16673,17428,81,287,1.1e-34,149,KPJ02685.1 Deoxyhypusine hydroxylase [Papilio xuthus],66420,Papilio xuthus,Arthropoda
contig_547,QYB18732.1,25.3,933,519,39,3829,6342,315,1152,8.8e-7,68.6,QYB18732.1 Ycf2 [Conocephalum conicum],41839,Conocephalum conicum,Streptophyta
contig_548,XP_028310336.1,46.9,98,50,1,9470,9763,401,496,1.54e-15,96.7,XP_028310336.1 xaa-Pro aminopeptidase 3 [Gouania willdenowi],441366,Gouania willdenowi,Chordata
contig_549,XP_020619926.1,27.3,996,580,22,20687,17948,1144,2075,3.6699999999999996e-69,276,XP_020619926.1 eukaryotic translation initiation factor 5B-like [Orbicella faveolata],48498,Orbicella faveolata,Cnidaria
contig_55,KAF7685601.1,43.2,329,179,2,67339,68306,4,325,2.1700000000000002e-65,241,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_550,KAJ8041179.1,30.3,221,144,5,3396,4056,76,286,8.030000000000001e-21,110,KAJ8041179.1 26S proteasome non-ATPase regulatory subunit 7 [Holothuria leucospilota],206669,Holothuria leucospilota,Echinodermata
contig_551,YP_010530156.1,25.4,878,564,27,16064,13605,748,1578,2.68e-9,78.6,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_552,CAE1242373.1,37.9,775,316,14,22387,24488,339,1019,1.3000000000000001e-117,417,CAE1242373.1 DDX23 [Sepia pharaonis],158019,Sepia pharaonis,Mollusca
contig_553,XP_033755738.1,34.9,458,274,5,4419,3105,5,451,2.39e-60,231,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_554,KAG0441503.1,36.8,378,223,9,114,1214,10,382,9.150000000000001e-59,226,KAG0441503.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_555,CBY41825.1,31.6,683,357,13,16572,18466,161,779,2.3800000000000002e-77,289,"CBY41825.1 unnamed protein product, partial [Oikopleura dioica]",34765,Oikopleura dioica,Chordata
contig_556,CAF0988202.1,34.8,434,263,8,1775,3028,17,444,3.24e-57,221,CAF0988202.1 unnamed protein product [Brachionus calyciflorus],104777,Brachionus calyciflorus,Rotifera
contig_557,XP_043575662.1,40.9,132,73,2,648,1043,144,270,5.740000000000001e-21,109,"XP_043575662.1 28S ribosomal protein S2, mitochondrial [Chiloscyllium plagiosum]",36176,Chiloscyllium plagiosum,Chordata
contig_559,XP_023218409.1,40.8,238,93,5,29066,28371,119,312,5.119999999999999e-35,161,XP_023218409.1 RNA polymerase II subunit A C-terminal domain phosphatase-like [Centruroides sculpturatus],218467,Centruroides sculpturatus,Arthropoda
contig_56,XP_046810693.1,26.7,626,359,21,6290,7988,29,609,5.239999999999999e-31,145,XP_046810693.1 uncharacterized protein LOC124420735 isoform X1 [Lucilia cuprina],7375,Lucilia cuprina,Arthropoda
contig_560,XP_050056126.1,38.9,301,170,4,6435,5567,102,396,9.9e-49,197,XP_050056126.1 tigger transposable element-derived protein 6-like [Aphis gossypii],80765,Aphis gossypii,Arthropoda
contig_561,KAK0043117.1,32.3,635,357,10,47347,49229,132,699,1.11e-83,308,KAK0043117.1 ATP-dependent RNA helicase DHX35 [Biomphalaria pfeifferi],112525,Biomphalaria pfeifferi,Mollusca
contig_562,WP_085070405.1,26,369,204,11,4606,3571,81,401,4.98e-4,58.2,WP_085070405.1 MATE family efflux transporter [Candidatus Pelagibacter sp. RS40],1977865,Candidatus Pelagibacter sp. RS40,Proteobacteria
contig_563,KAG0435431.1,26.3,533,338,10,16281,17727,506,1031,8.85e-30,145,KAG0435431.1 Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_564,CAI9774751.1,53.7,514,152,7,19856,21324,57,507,1.8999999999999998e-138,457,CAI9774751.1 unnamed protein product [Fraxinus pennsylvanica],56036,Fraxinus pennsylvanica,Streptophyta
contig_565,NLN27155.1,50.4,117,56,2,13358,13008,46,160,8.209999999999999e-24,114,NLN27155.1 peroxiredoxin [Bacillota bacterium],1879010,Firmicutes bacterium,Firmicutes
contig_566,XP_032081750.1,34,376,211,7,62682,63790,250,593,3.4799999999999997e-38,173,"XP_032081750.1 very long-chain specific acyl-CoA dehydrogenase, mitochondrial-like isoform X2 [Thamnophis elegans]",35005,Thamnophis elegans,Chordata
contig_567,KAG0442155.1,33.7,534,301,14,13919,15449,4,507,7.09e-75,273,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_568,KXJ10571.1,43.9,708,243,9,1071,3178,299,854,3.46e-154,513,KXJ10571.1 TFIIH basal transcription factor complex helicase XPB subunit [Exaiptasia diaphana],2652724,Exaiptasia diaphana,Cnidaria
contig_569,CAH1186851.1,43.8,105,58,1,1692,2006,63,166,2.11e-14,92,"CAH1186851.1 unnamed protein product, partial [Phyllotreta striolata]",444603,Phyllotreta striolata,Arthropoda
contig_57,CDA23043.1,29.1,254,128,10,267,996,8,219,4.6e-4,57.4,CDA23043.1 putative uncharacterized protein [Mycoplasma sp. CAG:611],1262905;1903720,Mycoplasma sp. CAG:6110Bacilli bacterium,Firmicutes0Tenericutes
contig_575,CAG9565519.1,27.8,316,217,3,13591,14509,33,344,8.679999999999999e-24,119,CAG9565519.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_576,XP_023219119.1,30.6,477,247,11,11029,9647,356,762,9.629999999999999e-46,194,XP_023219119.1 ATP-dependent RNA helicase DDX3X-like [Centruroides sculpturatus],218467,Centruroides sculpturatus,Arthropoda
contig_577,CAD2168487.1,26.5,275,171,6,5081,4298,76,332,1.08e-13,88.6,CAD2168487.1 unnamed protein product [Meloidogyne enterolobii],390850,Meloidogyne enterolobii,Nematoda
contig_578,CAG9102935.1,52.1,913,171,5,3145,728,166,919,7.619999999999998e-304,903,CAG9102935.1 unnamed protein product [Plutella xylostella],51655,Plutella xylostella,Arthropoda
contig_580,UFQ87295.1,23.9,679,391,25,1061,2915,1521,2131,6.24e-4,60.5,UFQ87295.1 RNA polymerase beta subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_581,GBB86754.1,31.2,317,192,7,5702,6592,36,342,1.9800000000000003e-27,129,GBB86754.1 hypothetical protein RclHR1_13160002 [Rhizophagus clarus],94130,Rhizophagus clarus,Mucoromycota
contig_582,WP_208967072.1,27.7,705,386,31,6679,4762,34,669,1.72e-6,68.9,WP_208967072.1 glycine--tRNA ligase subunit beta [Candidatus Nardonella dryophthoridicola],1971485,Candidatus Nardonella dryophthoridicola,Proteobacteria
contig_584,XP_056003593.1,31.3,224,60,4,4859,4198,110,241,1.19e-17,103,XP_056003593.1 multiple epidermal growth factor-like domains protein 6 [Ostrea edulis],37623,Ostrea edulis,Mollusca
contig_585,KAG0433983.1,35.8,433,261,6,2006,3280,30,447,8.270000000000001e-59,222,KAG0433983.1 CGG triplet repeat-binding protein 1 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_586,KAF7685601.1,36.9,325,187,3,3797,4724,8,325,4.4999999999999995e-43,173,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_587,EYB91743.1,49.2,124,56,2,12210,12581,200,316,7.55e-27,127,EYB91743.1 hypothetical protein Y032_0202g1766 [Ancylostoma ceylanicum],53326,Ancylostoma ceylanicum,Nematoda
contig_589,XP_003382965.1,56.3,288,114,4,5024,5881,245,520,1.02e-83,308,XP_003382965.1 PREDICTED: DNA replication licensing factor mcm2-like isoform X1 [Amphimedon queenslandica],400682,Amphimedon queenslandica,Porifera
contig_59,TBU03337.1,32.9,1046,642,22,6288,3226,110,1120,7.56e-155,529,"TBU03337.1 reverse transcriptase, partial [Hamiltosporidium magnivora]",148818,Hamiltosporidium magnivora,Microsporidia
contig_590,VDD84003.1,59.9,599,178,8,1854,83,670,1213,1.6499999999999998e-212,673,VDD84003.1 unnamed protein product [Mesocestoides corti],53468,Mesocestoides corti,Platyhelminthes
contig_591,MDH3005006.1,26.2,672,376,34,4785,2941,208,808,1.67e-4,60.5,MDH3005006.1 hypothetical protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_592,YP_010530156.1,26.4,875,485,38,14875,17248,1141,1931,4.11e-7,71.6,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_593,KAH9521159.1,29.6,179,108,2,976,442,26,186,5.81e-10,79.3,KAH9521159.1 General transcription factor IIF subunit 1 [Dermatophagoides farinae],6954,Dermatophagoides farinae,Arthropoda
contig_594,CAJ0546450.1,91.1,313,0,1,505,1439,1,285,4.2099999999999996e-184,550,"CAJ0546450.1 Ff.00g115130.m01.CDS01, partial [Fusarium sp. VM40]",3049762,3049762,0
contig_595,XP_029635052.1,49.4,269,134,1,21849,21043,4,270,2.5599999999999998e-82,287,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_596,KNC27832.1,24.9,1520,922,48,6321,2034,764,2140,1.59e-57,238,KNC27832.1 hypothetical protein FF38_12503 [Lucilia cuprina],7375,Lucilia cuprina,Arthropoda
contig_597,CAH3138374.1,30.8,660,401,14,16394,14462,77,693,2.45e-81,298,CAH3138374.1 unnamed protein product [Porites lobata],104759,Porites lobata,Cnidaria
contig_598,XP_052071173.1,37,387,222,7,25202,26319,19,392,2.97e-48,193,XP_052071173.1 tigger transposable element-derived protein 4-like [Mytilus californianus],6549,Mytilus californianus,Mollusca
contig_599,NP_001034836.1,27.7,213,98,9,5475,6077,30,198,1.11e-4,60.1,NP_001034836.1 histone-lysine N-methyltransferase SUV39H2 [Sus scrofa],9823;41426,Sus scrofa0Phacochoerus africanus,Chordata
contig_6,XP_046367836.1,55.1,89,24,1,4182,4448,87,159,1.2e-12,86.7,XP_046367836.1 general transcription and DNA repair factor IIH helicase subunit XPB-like [Haliotis rufescens],6454,Haliotis rufescens,Mollusca
contig_601,KAF6037269.1,61,300,115,2,8650,7754,112,410,1.81e-105,357,KAF6037269.1 SLC25A31 [Bugula neritina],10212,Bugula neritina,Bryozoa
contig_602,XP_013403478.1,46,87,42,2,5468,5208,95,176,1.26e-10,78.2,XP_013403478.1 DNA repair protein complementing XP-A cells homolog isoform X2 [Lingula anatina],7574,Lingula anatina,Brachiopoda
contig_603,CAH2277067.1,35,863,414,21,11355,13670,1,803,9.02e-113,408,"CAH2277067.1 leucine--tRNA ligase, cytoplasmic, partial, partial [Pelobates cultripes]",61616,Pelobates cultripes,Chordata
contig_604,OXB73473.1,39.3,937,368,20,4369,1655,293,1054,5.979999999999999e-165,560,OXB73473.1 hypothetical protein H355_015577 [Colinus virginianus],9014,Colinus virginianus,Chordata
contig_606,YP_004841734.1,24,842,516,30,14326,11953,101,856,9.69e-6,66.2,YP_004841734.1 Ymf77 [Ichthyophthirius multifiliis],5932,Ichthyophthirius multifiliis,Ciliophora
contig_608,CAG9563419.1,31.8,475,298,11,19222,20595,41,504,2.97e-47,192,CAG9563419.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_609,XP_021195509.2,37.1,105,58,2,3523,3816,617,720,1.94e-5,63.9,XP_021195509.2 dynein regulatory complex protein 11 [Helicoverpa armigera],29058,Helicoverpa armigera,Arthropoda
contig_610,MDH3005006.1,25.8,880,511,39,3815,6246,30,827,1.21e-5,65.5,MDH3005006.1 hypothetical protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_611,XP_052314427.1,36.7,613,280,14,2039,263,321,843,5.52e-94,345,XP_052314427.1 E3 ubiquitin-protein ligase UHRF2-like isoform X1 [Oncorhynchus keta],8018,Oncorhynchus keta,Chordata
contig_612,YP_010020355.1,25.7,1068,615,45,97,3045,977,1937,4.92e-5,63.9,YP_010020355.1 DNA-directed RNA polymerase subunit beta [Ulva australis],111616,Ulva australis,Chlorophyta
contig_614,CAI2737470.1,45,369,196,3,7321,6223,48,411,4.42e-82,290,CAI2737470.1 unnamed protein product [Dicrocoelium dendriticum],57078,Dicrocoelium dendriticum,Platyhelminthes
contig_615,YP_010530156.1,25.4,1046,557,52,19,2849,1025,1944,2.62e-6,67.8,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_616,XP_022290403.1,37,305,182,6,12444,13336,60,356,2.12e-43,181,XP_022290403.1 tigger transposable element-derived protein 6-like [Crassostrea virginica],6565,Crassostrea virginica,Mollusca
contig_617,QUB02984.1,27.5,883,473,45,1269,3606,544,1352,2.24e-7,70.5,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_618,XP_050997220.1,27.2,734,400,20,11874,13915,180,831,1.0599999999999999e-52,220,XP_050997220.1 TBC1 domain family member 8B isoform X2 [Acomys russatus],60746,Acomys russatus,Chordata
contig_619,XP_056017299.1,34.8,388,236,7,19775,18641,78,455,2.07e-50,202,XP_056017299.1 tigger transposable element-derived protein 6-like [Ostrea edulis],37623,Ostrea edulis,Mollusca
contig_62,MCB1712129.1,32.2,939,599,17,21,2789,85,1001,3.3999999999999994e-143,489,MCB1712129.1 reverse transcriptase family protein [Candidatus Riesia sp.],2725488,Candidatus Riesia sp.,Proteobacteria
contig_620,MDH3004256.1,30.6,278,152,11,776,5,179,435,1.47e-8,72,MDH3004256.1 tRNA lysidine(34) synthetase TilS [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_621,CAF0778635.1,42.2,602,242,13,52494,50927,153,724,4.77e-95,341,CAF0778635.1 unnamed protein product [Adineta steineri],433720,Adineta steineri,Rotifera
contig_622,WP_254575863.1,95.4,367,17,0,1101,1,1,367,1.57e-228,709,WP_254575863.1 glutamate synthase large subunit [Arcobacter roscoffensis],2961520,Arcobacter sp. ARW1-2F2,Proteobacteria
contig_623,XP_052696209.1,52.8,369,18,4,1509,413,1,213,1.8e-84,287,"XP_052696209.1 uncharacterized protein LOC128174792, partial [Crassostrea angulata]",558553,Crassostrea angulata,Mollusca
contig_625,QXI88256.1,25.6,461,270,14,2448,1233,1225,1661,4.34e-6,65.5,QXI88256.1 RNA polymerase b''-subunit [Ulva intestinalis],3116,Ulva intestinalis,Chlorophyta
contig_627,GFT44963.1,43.7,71,40,0,1736,1524,277,347,7.49e-7,67.8,"GFT44963.1 28S ribosomal protein S29, mitochondrial, partial [Nephila pilipes]",299642,Nephila pilipes,Arthropoda
contig_628,CAG9563419.1,34.2,456,281,10,5784,7117,60,506,4.0899999999999995e-57,220,CAG9563419.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_629,XP_053213475.1,34.5,142,79,5,16880,17293,31,162,1.77e-8,72.4,XP_053213475.1 ras-related protein Rap1-like [Panonychus citri],50023,Panonychus citri,Arthropoda
contig_63,MCB1712129.1,33.8,1008,626,18,18276,21248,39,1022,7.609999999999998e-166,556,MCB1712129.1 reverse transcriptase family protein [Candidatus Riesia sp.],2725488,Candidatus Riesia sp.,Proteobacteria
contig_630,RWS05865.1,45.2,2199,1107,26,69567,63042,16,2138,0,1891,RWS05865.1 antiviral helicase Slh1-like protein [Dinothrombium tinctorium],1965070,Dinothrombium tinctorium,Arthropoda
contig_632,XP_001713418.1,25.1,1169,695,49,5649,2433,437,1506,1.14e-5,66.2,XP_001713418.1 hypothetical protein GTHECHR3083 [Guillardia theta],55529,Guillardia theta,0
contig_633,UFQ87295.1,26,1628,859,74,6721,11113,511,1934,1.66e-10,83.6,UFQ87295.1 RNA polymerase beta subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_634,XP_015930974.1,38.5,143,87,1,3639,3214,198,340,7.2e-18,103,XP_015930974.1 sodium/potassium-transporting ATPase subunit alpha [Parasteatoda tepidariorum],114398,Parasteatoda tepidariorum,Arthropoda
contig_635,OIV92137.1,31.6,269,168,6,15698,16479,3,262,5.46e-14,88.6,OIV92137.1 hypothetical protein TanjilG_18709 [Lupinus angustifolius],3871,Lupinus angustifolius,Streptophyta
contig_636,YP_010530066.1,26.5,805,459,35,3744,6004,1216,1929,5.52e-4,60.8,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_637,XP_030006278.1,30.4,490,313,8,21539,20142,4,483,9.56e-49,197,XP_030006278.1 tigger transposable element-derived protein 6-like [Sphaeramia orbicularis],375764,Sphaeramia orbicularis,Chordata
contig_639,QUB02984.1,23.9,1443,812,61,4312,451,526,1825,7.31e-9,76.3,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_64,MCB1712129.1,33.6,989,606,22,11414,14305,39,1001,1.8899999999999997e-159,539,MCB1712129.1 reverse transcriptase family protein [Candidatus Riesia sp.],2725488,Candidatus Riesia sp.,Proteobacteria
contig_641,MDH3005006.1,26.6,644,355,25,2854,1094,241,819,2.3e-7,70.5,MDH3005006.1 hypothetical protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_644,KAF7685601.1,44.2,330,179,0,10771,9798,1,325,4.84e-71,255,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_645,XP_041347231.1,41.4,382,211,5,12220,13340,30,405,2.52e-71,263,XP_041347231.1 tigger transposable element-derived protein 4-like [Gigantopelta aegis],1735272,Gigantopelta aegis,Mollusca
contig_647,TBU11234.1,26.9,795,523,16,4870,7170,334,1090,1.36e-61,248,"TBU11234.1 reverse transcriptase, partial [Hamiltosporidium tvaerminnensis]",1176355,Hamiltosporidium tvaerminnensis,Microsporidia
contig_649,QVX31432.1,26.6,647,345,30,1127,2913,145,705,1.74e-4,59.7,QVX31432.1 Ycf2 [Ombrophytum subterraneum],50155,Ombrophytum subterraneum,Streptophyta
contig_650,YP_010530156.1,24.9,1571,923,57,4851,530,725,2155,6.18e-5,63.2,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_651,QUB02984.1,25.9,1711,940,74,6381,1788,543,2087,2.43e-5,64.3,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_652,XP_041434030.1,29.9,442,253,13,914,2148,126,539,2.71e-36,162,XP_041434030.1 uncharacterized protein LOC108702978 [Xenopus laevis],8355,Xenopus laevis,Chordata
contig_654,WP_016770219.1,29,210,123,6,1210,1836,143,327,1.74e-11,81.6,WP_016770219.1 tryptophan--tRNA ligase [Rickettsia sibirica],35793,Rickettsia sibirica,Proteobacteria
contig_655,WP_259292775.1,28.6,308,165,12,1205,2078,19,287,1.1e-6,65.5,WP_259292775.1 GTPase [Candidatus Nasuia deltocephalinicola],1160784,Candidatus Nasuia deltocephalinicola,Proteobacteria
contig_656,XP_015913217.2,34.2,509,303,13,9425,7948,4,491,9.01e-57,221,XP_015913217.2 tigger transposable element-derived protein 4-like [Parasteatoda tepidariorum],114398,Parasteatoda tepidariorum,Arthropoda
contig_657,CAC5424140.1,46.7,165,78,3,26021,25557,86,250,6.63e-30,137,CAC5424140.1 TFIIB [Mytilus coruscus],42192,Mytilus coruscus,Mollusca
contig_659,GFN81532.1,33,300,172,5,14525,13641,102,377,4.46e-41,175,"GFN81532.1 Dnaj subfamily a member 3, mitochondrial [Plakobranchus ocellatus]",259542,Plakobranchus ocellatus,Mollusca
contig_66,TBU03337.1,30.9,766,470,18,2678,4897,110,842,1.6999999999999998e-99,361,"TBU03337.1 reverse transcriptase, partial [Hamiltosporidium magnivora]",148818,Hamiltosporidium magnivora,Microsporidia
contig_661,KAH9528180.1,33.3,144,91,2,10226,9806,107,246,3.06e-5,64.3,KAH9528180.1 leucine-rich repeats and IQ motif containing protein 4 [Dermatophagoides farinae],6954,Dermatophagoides farinae,Arthropoda
contig_662,ORY88863.1,28.5,214,101,3,5432,4794,89,251,4.13e-17,98.6,ORY88863.1 RRS1-domain-containing protein [Leucosporidium creatinivorum],106004,Leucosporidium creatinivorum,Basidiomycota
contig_663,AQX44070.1,27.1,635,350,28,585,2345,3,560,4.64e-5,63.2,AQX44070.1 DNA-directed RNA polymerase subunit B [Plasmodium ovale wallikeri],864142,Plasmodium ovale wallikeri,Apicomplexa
contig_664,YP_010530156.1,26.8,1196,631,56,8718,5447,893,1935,5.07e-9,76.6,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_665,XP_002159342.1,53.4,174,79,1,17520,17006,125,297,4.549999999999999e-47,187,XP_002159342.1 RNA exonuclease 4 [Hydra vulgaris],6087,Hydra vulgaris,Cnidaria
contig_666,XP_033755738.1,31,525,339,10,22655,21145,2,521,7.88e-59,229,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_667,CAI6376720.1,43.4,369,191,6,9284,8195,27,382,1.7e-78,280,CAI6376720.1 unnamed protein product [Macrosiphum euphorbiae],13131,Macrosiphum euphorbiae,Arthropoda
contig_668,VDM58973.1,46,459,195,7,130444,131805,8,418,9.76e-111,379,VDM58973.1 unnamed protein product [Angiostrongylus costaricensis],334426,Angiostrongylus costaricensis,Nematoda
contig_669,YP_010530066.1,26.1,1176,637,53,17973,14767,1295,2337,1.04e-15,99.8,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_670,TBU03337.1,33.8,975,589,19,1217,4076,181,1120,2.35e-155,534,"TBU03337.1 reverse transcriptase, partial [Hamiltosporidium magnivora]",148818,Hamiltosporidium magnivora,Microsporidia
contig_671,KAG0442155.1,38.5,325,187,6,27598,26645,3,321,5.91e-59,228,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_672,YP_010530066.1,24.6,1946,1020,90,7196,2081,634,2355,6.12e-10,81.6,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_673,YP_010530156.1,27.1,1508,854,70,6317,2157,632,2006,5.84e-18,106,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_675,CAI6376720.1,41.4,379,198,7,9995,11106,27,386,8.31e-69,254,CAI6376720.1 unnamed protein product [Macrosiphum euphorbiae],13131,Macrosiphum euphorbiae,Arthropoda
contig_676,XP_046549186.1,35.3,456,275,8,16091,14773,15,463,1.66e-58,224,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_677,BBE20978.1,27.5,862,440,45,56,2356,579,1338,1.64e-4,59.3,BBE20978.1 DNA-directed RNA polymerase subunit beta [Ulva ohnoi],240864,Ulva ohnoi,Chlorophyta
contig_678,CAG9563419.1,32.6,487,283,10,3975,5350,41,507,9.879999999999999e-54,213,CAG9563419.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_679,ELW65053.1,44.8,326,139,8,88464,89396,77,374,4.199999999999999e-56,229,ELW65053.1 Serine/threonine-protein kinase MARK2 [Tupaia chinensis],246437,Tupaia chinensis,Chordata
contig_68,WP_089652337.1,31.6,196,125,5,3270,3839,40,232,3.3e-17,97.4,WP_089652337.1 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Halobacillus aidingensis],240303,Halobacillus aidingensis,Firmicutes
contig_680,XP_041376265.1,62,205,74,1,38769,39377,183,383,8e-63,242,XP_041376265.1 lysine--tRNA ligase-like isoform X1 [Gigantopelta aegis],1735272,Gigantopelta aegis,Mollusca
contig_681,CAI9718981.1,44.3,544,265,14,94586,96187,467,982,4.24e-120,425,CAI9718981.1 splicing factor 3B subunit 2 [Octopus vulgaris],6645,Octopus vulgaris,Mollusca
contig_683,SCQ17353.1,28.8,528,250,25,13103,11722,6,473,7.53e-7,69.7,"SCQ17353.1 DNA-directed RNA polymerase subunit beta, putative, partial [Plasmodium ovale]",36330,Plasmodium ovale,Apicomplexa
contig_684,XP_029635052.1,47.8,270,138,1,25175,25982,4,270,2.88e-75,268,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_686,XP_046549186.1,37.3,383,226,8,90,1207,96,471,3.61e-53,209,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_687,BAA81704.1,46.2,208,109,1,29398,30012,91,296,1.3599999999999998e-52,202,"BAA81704.1 G protein a subunit 8, partial [Ephydatia fluviatilis]",31330,Ephydatia fluviatilis,Porifera
